2.000000000000000111e-01,2.000000000000000111e-01,2.000000000000000111e-01
2.034334799999999999e-01,2.034334799999999999e-01,2.034334799999999999e-01
2.068669499999999939e-01,2.068669499999999939e-01,2.068669499999999939e-01
2.103004300000000104e-01,2.103004300000000104e-01,2.103004300000000104e-01
2.137339099999999992e-01,2.137339099999999992e-01,2.137339099999999992e-01
2.171673799999999932e-01,2.171673799999999932e-01,2.171673799999999932e-01
2.206008600000000097e-01,2.206008600000000097e-01,2.206008600000000097e-01
2.240343399999999985e-01,2.240343399999999985e-01,2.240343399999999985e-01
2.274678199999999872e-01,2.274678199999999872e-01,2.274678199999999872e-01
2.309012900000000090e-01,2.309012900000000090e-01,2.309012900000000090e-01
2.343347699999999978e-01,2.343347699999999978e-01,2.343347699999999978e-01
2.377682499999999866e-01,2.377682499999999866e-01,2.377682499999999866e-01
2.412017100000000136e-01,2.412017100000000136e-01,2.412017100000000136e-01
2.446351900000000024e-01,2.446351900000000024e-01,2.446351900000000024e-01
2.480686800000000136e-01,2.480686800000000136e-01,2.480686800000000136e-01
2.515021599999999746e-01,2.515021599999999746e-01,2.515021599999999746e-01
2.549356199999999739e-01,2.549356199999999739e-01,2.549356199999999739e-01
2.583690900000000235e-01,2.583690900000000235e-01,2.583690900000000235e-01
2.618025800000000070e-01,2.618025800000000070e-01,2.618025800000000070e-01
2.652360500000000010e-01,2.652360500000000010e-01,2.652360500000000010e-01
2.686695199999999950e-01,2.686695199999999950e-01,2.686695199999999950e-01
2.721030099999999785e-01,2.721030099999999785e-01,2.721030099999999785e-01
2.755364799999999725e-01,2.755364799999999725e-01,2.755364799999999725e-01
2.789699700000000115e-01,2.789699700000000115e-01,2.789699700000000115e-01
2.824034400000000056e-01,2.824034400000000056e-01,2.824034400000000056e-01
2.858369099999999996e-01,2.858369099999999996e-01,2.858369099999999996e-01
2.892703999999999831e-01,2.892703999999999831e-01,2.892703999999999831e-01
2.927038699999999771e-01,2.927038699999999771e-01,2.927038699999999771e-01
2.961373299999999764e-01,2.961373299999999764e-01,2.961373299999999764e-01
2.995708300000000102e-01,2.995708300000000102e-01,2.995708300000000102e-01
3.030042900000000095e-01,3.030042900000000095e-01,3.030042900000000095e-01
3.064377600000000035e-01,3.064377600000000035e-01,3.064377600000000035e-01
3.098712599999999817e-01,3.098712599999999817e-01,3.098712599999999817e-01
3.133047199999999810e-01,3.133047199999999810e-01,3.133047199999999810e-01
3.167381899999999750e-01,3.167381899999999750e-01,3.167381899999999750e-01
3.201716800000000140e-01,3.201716800000000140e-01,3.201716800000000140e-01
3.236051500000000081e-01,3.236051500000000081e-01,3.236051500000000081e-01
3.270386200000000021e-01,3.270386200000000021e-01,3.270386200000000021e-01
3.304721099999999856e-01,3.304721099999999856e-01,3.304721099999999856e-01
3.339055799999999796e-01,3.339055799999999796e-01,3.339055799999999796e-01
3.373390399999999789e-01,3.373390399999999789e-01,3.373390399999999789e-01
3.407725400000000127e-01,3.407725400000000127e-01,3.407725400000000127e-01
3.442060100000000067e-01,3.442060100000000067e-01,3.442060100000000067e-01
3.476394999999999902e-01,3.476394999999999902e-01,3.476394999999999902e-01
3.510729699999999842e-01,3.510729699999999842e-01,3.510729699999999842e-01
3.545064299999999835e-01,3.545064299999999835e-01,3.545064299999999835e-01
3.579399300000000173e-01,3.579399300000000173e-01,3.579399300000000173e-01
3.613733900000000165e-01,3.613733900000000165e-01,3.613733900000000165e-01
3.648068600000000106e-01,3.648068600000000106e-01,3.648068600000000106e-01
3.682403599999999888e-01,3.682403599999999888e-01,3.682403599999999888e-01
3.716738199999999881e-01,3.716738199999999881e-01,3.716738199999999881e-01
3.751072899999999821e-01,3.751072899999999821e-01,3.751072899999999821e-01
3.785407800000000211e-01,3.785407800000000211e-01,3.785407800000000211e-01
3.819742500000000152e-01,3.819742500000000152e-01,3.819742500000000152e-01
3.854077200000000092e-01,3.854077200000000092e-01,3.854077200000000092e-01
3.888412099999999927e-01,3.888412099999999927e-01,3.888412099999999927e-01
3.922746799999999867e-01,3.922746799999999867e-01,3.922746799999999867e-01
3.957081399999999860e-01,3.957081399999999860e-01,3.957081399999999860e-01
3.991416400000000198e-01,3.991416400000000198e-01,3.991416400000000198e-01
4.025751100000000138e-01,4.025751100000000138e-01,4.025751100000000138e-01
4.060085700000000131e-01,4.060085700000000131e-01,4.060085700000000131e-01
4.094420699999999913e-01,4.094420699999999913e-01,4.094420699999999913e-01
4.128755299999999906e-01,4.128755299999999906e-01,4.128755299999999906e-01
4.163090300000000243e-01,4.163090300000000243e-01,4.163090300000000243e-01
4.197424900000000236e-01,4.197424900000000236e-01,4.197424900000000236e-01
4.231759600000000177e-01,4.231759600000000177e-01,4.231759600000000177e-01
4.266094599999999959e-01,4.266094599999999959e-01,4.266094599999999959e-01
