3.023431884403728009e+00,5.078499327384244921e-03
3.285816293324786752e+00,2.292289020277116229e-03
3.561583523720954325e+00,2.218158044364204606e-03
3.838198612128454812e+00,8.300712955870981347e-04
4.111737420460814363e+00,1.944282327490887141e-03
4.388219466390317791e+00,1.265541226284305765e-03
4.663735472628923517e+00,-1.159591261383874361e-03
4.940205651187261182e+00,-2.080606161369402685e-03
5.215470180903018615e+00,-1.872112791614255478e-03
5.491740111979595440e+00,-2.302999089108248576e-03
5.767507342375763457e+00,-2.451261040934182844e-03
6.043542527932203257e+00,-5.675390216616449379e-03
6.318095186376313954e+00,-7.178755836868777607e-03
6.595533733320337433e+00,-6.134182994459003169e-03
6.871370601905998576e+00,-6.603679175241072841e-03
7.145880329567635414e+00,-3.605321789381554787e-03
7.420433865804050733e+00,-4.839741600768943108e-03
7.695747453137227190e+00,-5.686508823973146498e-03
7.974109452215504490e+00,-5.484806782260265301e-03
8.251518252418410526e+00,-6.610458993213885748e-03
8.521339520460690764e+00,-2.060250295689458611e-02
8.803122351400240575e+00,-6.889011751189832999e-03
9.080579331982658431e+00,-5.530670633726031404e-03
9.353008250673141788e+00,-4.341242293211089454e-03
9.627402613904997963e+00,-4.741164467162217733e-03
9.901697442992020370e+00,-1.650466170783793096e-02
1.018362554149869936e+01,-1.554265320715264576e-02
1.046281690356307337e+01,7.406758810835079032e-06
1.073674445684737222e+01,-1.334679155353124536e-03
1.100826723959388076e+01,4.057781663573400976e-04
1.129063268844460310e+01,2.469209675238326351e-02
1.158093057564981088e+01,4.010600078526949108e-02
1.186011443650548003e+01,6.491048662256804214e-02
1.213151541539243006e+01,9.738194366132923996e-02
1.241010601770847011e+01,1.520858025661667723e-01
1.272041150487270578e+01,2.469574264354708060e-01
1.299501118597534521e+01,3.343022352278001152e-01
1.327026218544504843e+01,4.433744552625989988e-01
1.354687275161739990e+01,5.795178726601751817e-01
1.386515658314763932e+01,7.915537967095865879e-01
1.420693537614849511e+01,1.067953211846806472e+00
1.446370485486862734e+01,1.344333711892597982e+00
1.465402866506526891e+01,1.617911664829063678e+00
1.481344949083286977e+01,1.952319995008669373e+00
1.491228195233827591e+01,2.226188116045606069e+00
1.497227864466900726e+01,2.501708220696878371e+00
1.499910457059884195e+01,2.778226248202828153e+00
1.497892089092835022e+01,3.111511131514841821e+00
1.493698508737232089e+01,3.386707642914404293e+00
1.485901181447740882e+01,3.661486618901256485e+00
1.474272314404077733e+01,3.937677542841573342e+00
1.454039851233718394e+01,4.259105089054328275e+00
1.432427709550783490e+01,4.535495503858540722e+00
1.403615150803073952e+01,4.810394678440285787e+00
1.368958223292481158e+01,5.060025354369052764e+00
1.338419350709405187e+01,5.222628165162373826e+00
1.310640306750477890e+01,5.343387032359943056e+00
1.283232734892891891e+01,5.440448044692257845e+00
1.255497477200425216e+01,5.516996746776004379e+00
1.225006446800157356e+01,5.590474374009375857e+00
1.198336287123865418e+01,5.651105255896651691e+00
1.170219479936406870e+01,5.658458404992860125e+00
1.142579708001528793e+01,5.683634249040569131e+00
1.114316918166764125e+01,5.696208817296406934e+00
1.086896433013686902e+01,5.698262631840968595e+00
1.059536471640008060e+01,5.697345515660335202e+00
1.031661392482277861e+01,5.692013116379395221e+00
1.004129611907523945e+01,5.690465460798777464e+00
9.760558261389254753e+00,5.689169831216450923e+00
9.486240032009945367e+00,5.686097382592079086e+00
9.211987110378093035e+00,5.684234531763372011e+00
8.939325178833950503e+00,5.678055810908555934e+00
8.664204277884024918e+00,5.666938481114610404e+00
8.387254222357480415e+00,5.658371447670318410e+00
8.105716924923999755e+00,5.667979915657033629e+00
7.833688652679033915e+00,5.670626722911169537e+00
7.558769928025675711e+00,5.666459865043798061e+00
7.281819282662092441e+00,5.660404130251747823e+00
7.006186930821064252e+00,5.655245717236300429e+00
6.731431258972794041e+00,5.648955807893354830e+00
6.453929667980776941e+00,5.643742799485024442e+00
6.180237122451990750e+00,5.641260111862933968e+00
5.903336569466115513e+00,5.633978002539144825e+00
5.627947883470502788e+00,5.630876097195231189e+00
5.353470310768725149e+00,5.626176550785149999e+00
5.075302121898960017e+00,5.620418407952365136e+00
4.801057577287998868e+00,5.616298321636631563e+00
4.525225118984174344e+00,5.611485076818714113e+00
4.248807126259773526e+00,5.606893136411091660e+00
3.975365004388416779e+00,5.606101719194614752e+00
3.697043346593103408e+00,5.601465638051917217e+00
3.424673422974577885e+00,5.607794078071913546e+00
3.148171727906404094e+00,5.601615742156782041e+00
2.954092421877638763e+00,5.577731587569225269e+00
