0.000000000000000000e+00,0.000000000000000000e+00
3.944896499858271260e-02,2.714649999013132864e-02
9.862241249645681274e-02,6.782096284619652804e-02
1.775203424936222241e-01,1.219661995926462905e-01
2.564182724907875244e-01,1.760125601762776992e-01
3.353162024879530745e-01,2.299602881554045630e-01
4.142141324851186801e-01,2.786284491103567240e-01
4.931120624822837306e-01,2.810009694073851705e-01
5.720099924794492807e-01,2.833678011731179947e-01
6.509079224766147753e-01,2.857289609051472667e-01
7.298058524737803809e-01,2.875532132105425021e-01
8.087037824709458755e-01,2.879960584303183357e-01
8.876017124681112591e-01,2.884376876347002905e-01
9.664996424652768647e-01,2.888781072575796749e-01
1.045397572462441582e+00,2.893343229127592897e-01
1.124295502459607299e+00,2.898237650778081043e-01
1.203193432456772793e+00,2.903118908645953566e-01
1.282091362453938288e+00,2.907987044191097104e-01
1.360989292451103561e+00,2.912401862668020924e-01
1.439887222448268833e+00,2.916439669299312198e-01
1.518785152445434328e+00,2.920466331521978098e-01
1.597683082442599378e+00,2.924481887489233656e-01
1.676581012439764651e+00,2.928181491624856081e-01
1.755478942436930145e+00,2.931749844682445261e-01
1.834376872434095418e+00,2.935308174211078702e-01
1.913274802431261357e+00,2.938845418492243011e-01
1.992172732428426185e+00,2.942124830423097914e-01
2.071070662425592346e+00,2.945351764250287996e-01
2.149968592422755620e+00,2.948569490883859445e-01
2.228866522419920670e+00,2.951778040189765306e-01
2.307764452417086609e+00,2.954977440519164777e-01
2.386662382414251660e+00,2.958167720015535962e-01
2.465560312411417598e+00,2.961348906609144183e-01
2.544458242408583093e+00,2.964423030164806683e-01
2.623356172405748588e+00,2.967237779691397903e-01
2.702254102402914526e+00,2.970042641245578818e-01
2.781152032400079577e+00,2.972839316459693348e-01
2.860049962397245960e+00,2.975627832983245291e-01
2.938947892394411454e+00,2.978408215854871921e-01
3.017845822391577837e+00,2.981180489950534529e-01
3.096743752388742887e+00,2.983944709811396367e-01
3.175641682385907938e+00,2.986988171410127624e-01
3.254539612383074765e+00,2.990179501487592040e-01
3.333437542380239371e+00,2.993361812441998060e-01
3.412335472377405754e+00,2.996519636389476382e-01
3.491233402374570804e+00,2.999424156445080203e-01
3.570131332371737187e+00,3.002270059055861529e-01
3.649029262368903126e+00,3.005107749629296610e-01
3.727927192366068621e+00,3.007937254702514607e-01
3.806825122363234559e+00,3.010758598801398511e-01
3.885723052360399166e+00,3.013571806391058261e-01
3.964620982357564660e+00,3.016376901842798275e-01
4.043518912354731043e+00,3.019173909436481118e-01
4.122416842351896982e+00,3.021962853361355728e-01
4.201314772349062032e+00,3.024743757716298886e-01
4.280212702346227971e+00,3.027516646512291576e-01
4.359110632343393021e+00,3.030001781904915759e-01
4.438008562340559848e+00,3.032165904374009568e-01
4.516906492337724899e+00,3.034323413450714657e-01
4.595804422334890837e+00,3.036474332550075372e-01
4.674702352332055888e+00,3.038618681927659493e-01
4.753600282329220938e+00,3.040756481854807181e-01
4.832498212326386877e+00,3.042887752444672356e-01
4.911396142323543046e+00,3.045012513672211707e-01
4.990294072320707208e+00,3.047130785386253926e-01
5.069192002317872259e+00,3.049242587323249820e-01
5.148089932315039086e+00,3.051347939114292251e-01
5.226987862312204136e+00,3.053355002535119156e-01
5.305885792309370075e+00,3.054953537639574779e-01
5.384783722306534237e+00,3.056453589813757921e-01
5.463681652303701064e+00,3.057948569240915293e-01
5.542579582300866115e+00,3.059438495847449091e-01
5.621477512298032053e+00,3.060923386062260332e-01
5.700375442295197992e+00,3.062403256339826241e-01
5.779273372292363931e+00,3.063878122895921652e-01
5.858171302289526317e+00,3.065035727703417923e-01
5.937069232286694032e+00,3.065814138911905351e-01
6.015967162283858194e+00,3.066487149938754708e-01
6.094865092281027685e+00,3.067156930022560402e-01
6.173763022278188295e+00,3.067823499263703235e-01
6.252660952275357786e+00,3.068486871808634997e-01
6.331558882272520172e+00,3.069147062269427240e-01
6.410456812269689664e+00,3.069770778875007267e-01
6.489354742266851162e+00,3.070100407360238370e-01
6.568252672264020653e+00,3.070282542908095436e-01
6.647150602261183039e+00,3.070351950663868235e-01
6.726048532258350754e+00,3.070349301726049696e-01
6.804946462255512252e+00,3.070229062708971224e-01
6.883844392252681743e+00,3.070047197661446292e-01
6.962742322249843241e+00,3.069812189760350862e-01
7.041640252247015397e+00,3.069398275701006873e-01
7.120538182244175118e+00,3.068878737322550121e-01
7.199436112241346386e+00,3.068301643415530244e-01
7.278334042238506996e+00,3.067685737872301033e-01
7.357231972235676487e+00,3.067042488623743512e-01
7.436129902232837097e+00,3.066368392761191219e-01
7.475578867231426727e+00,3.065930956234946825e-01
7.534752314729295186e+00,3.064950244902993060e-01
7.613650244726469118e+00,3.063267283125034601e-01
7.692548174723627952e+00,3.061375123512243279e-01
7.771446104720798331e+00,3.059705549193116325e-01
7.850344034717958053e+00,3.058396895399431714e-01
7.929241964715129320e+00,3.057244858023082656e-01
8.008139894712289930e+00,3.056055551397587888e-01
8.087037824709462086e+00,3.054735339979275932e-01
8.165935754706618255e+00,3.053287647632821900e-01
8.244833684703793963e+00,3.051656413698624060e-01
8.323731614700951909e+00,3.049704924737557388e-01
8.402629544698124064e+00,3.047470338956032587e-01
8.481527474695283786e+00,3.045110422277281792e-01
8.560425404692455942e+00,3.042824807123902242e-01
8.639323334689613887e+00,3.040645831362531748e-01
8.718221264686786043e+00,3.038494497003471628e-01
8.797119194683942212e+00,3.036237081973696683e-01
8.876017124681119697e+00,3.033786889284758037e-01
8.954915054678275865e+00,3.031224641566492295e-01
9.033812984675449798e+00,3.028676638092653861e-01
9.112710914672607743e+00,3.026182786599942998e-01
